section,meta_asset,meta_mode,meta_final_equity,meta_total_return_pct,meta_total_trades,meta_winrate,meta_sharpe,meta_max_dd,meta_max_dd_pct,meta_regime_changes,risk_expectancy_R,risk_avg_R_win,risk_avg_R_loss,risk_winrate_pct,risk_lossrate_pct,risk_mean_return_pct,risk_volatility_pct,risk_sortino,risk_mar,streaks_longest_win_streak,streaks_longest_loss_streak,regime_candles,regime_pnl,regime_pnl_pct,regime_trades,regime_winrate,regime_lossrate,regime_expectancy_R,regime_avg_R_win,regime_avg_R_loss
overall,BTCUSDT_1h,balanced,97.69765833767774,-2.30234166232226,119.0,56.3,-2.87,4.689274542240383,4.648844118532977,262.0,-0.018930011989154755,0.24743412253458616,-0.3621299545485902,56.30252100840336,43.69747899159664,-0.12430707872878313,2.8779476079748103,-0.03595390402099682,-0.5023877477871069,10.0,5.0,,,,,,,,,
regime_ranging,,,,,,,,,,,,,,,,,,,,,,4644.0,-4.83678416627377,-4.83678416627377,82.0,58.536585365853654,41.46341463414634,-0.05959396061484937,0.21653078340820434,-0.4494171286473958
regime_trending_up,,,,,,,,,,,,,,,,,,,,,,1579.0,0.7124532844878047,0.7124532844878047,14.0,35.714285714285715,64.28571428571429,0.051255094714388355,0.4266962633234056,-0.15732333229062123
regime_trending_down,,,,,,,,,,,,,,,,,,,,,,1827.0,1.8219892194637046,1.8219892194637048,23.0,60.86956521739131,39.130434782608695,0.08332443555246928,0.28936623497188824,-0.23718503021107137
