entry_ts,exit_ts,entry_price,exit_price,position,pnl,pnl_pct,regime,strategy,exit_reason,mae,mfe
2024-11-16 10:00:00+00:00,2024-11-16 11:00:00+00:00,0.7753,0.767547,128.9823294208693409002966594,-1.099000000000000000000000000,-1.09900,trending_up,Trend MACD+ADX,stop_loss,-4.823939120340513349671095060,1.199535663614084870372758932
2024-11-16 14:00:00+00:00,2024-11-16 15:00:00+00:00,0.7779,0.770121,127.1384496721943694562283070,-1.086921990000000000000000000,-1.099000000000000000000000000,trending_up,Trend MACD+ADX,stop_loss,-6.299010155546985473711273943,5.322020825298881604319321250
2024-11-24 11:00:00+00:00,2024-11-24 12:00:00+00:00,1.0038,0.993762,97.44379160191273161984459056,-1.074976717329900000000000000,-1.09900,ranging,Range RSI BB,stop_loss,-6.714484957162781430563857342,1.653715879657302251444510859
2024-11-24 12:00:00+00:00,2024-11-24 13:00:00+00:00,0.9761,0.9907415,99.10777716696045487142710788,1.352896331577991348500000000,1.398500,ranging,Range RSI BB,take_profit,-0.8195881569511320561417887512,3.831574633746542362462862412
2024-11-30 06:00:00+00:00,2024-11-30 07:00:00+00:00,1.0983,1.1147745,89.31257181484848524856596558,1.371816586775109557508772500,1.398500,trending_up,Trend MACD+ADX,take_profit,-0.4006191386688518619684967677,4.297550760265865428389328963
2024-12-04 16:00:00+00:00,2024-12-04 17:00:00+00:00,1.1465,1.1636975,86.75430807764779843524533144,1.391001441741159464670532683,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.3924989097252507631923244658,1.971216746620148277365896206
2024-12-05 01:00:00+00:00,2024-12-05 02:00:00+00:00,1.1311,1.1480665,89.16525121807475941179321475,1.410454596903909579783950083,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.1237733180090177703120855804,5.003978428078861285474317037
2024-12-05 23:00:00+00:00,2024-12-06 00:00:00+00:00,1.1597,1.1770955,88.18252155701325338489545167,1.430179804441610755257228626,1.398500000000000000000000001,ranging,Range RSI BB,take_profit,-0.6898335776493920841596964732,1.784944382167802017763214624
2024-12-09 08:00:00+00:00,2024-12-09 09:00:00+00:00,1.1224,1.111176,92.38725058277786948121924795,-1.139612996094667588955868118,-1.099000000000000000000000000,ranging,Trend MACD+ADX,stop_loss,-1.532430506058446186742694227,1.193870277975766215253029223
2024-12-14 12:00:00+00:00,2024-12-14 13:00:00+00:00,1.0842,1.073358,94.59125351228114104110368548,-1.127088649267587192153243128,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.881571665744327614831211954,0.2767017155506364139457664638
2024-12-14 13:00:00+00:00,2024-12-14 17:00:00+00:00,1.0715,1.060785,94.66052114675466721848938189,-1.114701945012136408911478986,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.521231917872141857209519365,1.465235650956602893140457303
2024-12-14 17:00:00+00:00,2024-12-14 20:00:00+00:00,1.0587,1.048113,94.75209829388447106422961528,-1.102451370636453029777541832,-1.099000000000000000000000000,ranging,Trend MACD+ADX,stop_loss,-1.473505242278265797676395579,0.5383961462170586568432983848
