entry_ts,exit_ts,entry_price,exit_price,position,pnl,pnl_pct,regime,strategy,exit_reason,mae,mfe
2024-11-16 04:00:00+00:00,2024-11-16 05:00:00+00:00,0.9486,0.9628290,105.4185114906177524773350200,1.398500000000000000000000000,1.398500000000000000000000000,trending_up,Trend MACD+ADX,take_profit,-0.4954670040059034366434745941,3.752899009065991988193126713
2024-11-23 00:00:00+00:00,2024-11-23 01:00:00+00:00,1.5799,1.564101,64.18032786885245901639344262,-1.114369515000000000000000000,-1.09900,trending_up,Trend MACD+ADX,stop_loss,-1.753275523767327046015570606,3.171086777644154693335021204
2024-11-24 11:00:00+00:00,2024-11-24 12:00:00+00:00,1.3833,1.369467,72.49629905660377358490566038,-1.102122594030150000000000000,-1.09900,ranging,Trend MACD+ADX,stop_loss,-7.648377069326971734258656835,1.445817971517385961107496566
2024-11-24 20:00:00+00:00,2024-11-24 21:00:00+00:00,1.4198,1.405602,69.85632334904201295957177067,-1.090010266721758651500000000,-1.09900,trending_down,Trend MACD+ADX,stop_loss,-1.338216650232427102408789970,1.591773489223834342865192281
2024-11-26 09:00:00+00:00,2024-11-26 10:00:00+00:00,1.3737,1.359963,71.40714684738159084843852370,-1.078031053890486523920015000,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-3.435975831695421125427677077,0.7643590303559729198514959598
2024-11-26 11:00:00+00:00,2024-11-26 12:00:00+00:00,1.3326,1.319274,72.80051521113432749855919631,-1.066183492608230077022134035,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.470808944919705838211016059,1.688428635749662314272850068
2024-11-26 12:00:00+00:00,2024-11-26 13:00:00+00:00,1.3271,1.3470065,72.29883435894007591557369525,1.341829746342325005844596545,1.398499999999999999999999999,ranging,Range RSI BB,take_profit,-0.8439454449551653982367568382,3.458669278878758194559565971
2024-11-28 15:00:00+00:00,2024-11-28 16:00:00+00:00,1.4343,1.4558145,67.83072775855239472453632260,1.360595235344922421051333229,1.398500000000000000000000001,ranging,Range RSI BB,take_profit,-0.02091612633340305375444467685,2.182249180785051941713727951
2024-12-02 14:00:00+00:00,2024-12-02 15:00:00+00:00,2.6177,2.6569655,37.68583415190305312849210403,1.379623159711221161109736124,1.398500000000000000000000001,trending_up,Trend MACD+ADX,take_profit,-0.5157199067884020323184474921,5.122817740764793521029911755
2024-12-04 16:00:00+00:00,2024-12-04 17:00:00+00:00,2.3801,2.356299,42.02757498388632550546763451,-1.099327845098434798257843051,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-2.197386664425864459476492584,1.546153522961220116801815050
2024-12-04 17:00:00+00:00,2024-12-04 18:00:00+00:00,2.4,2.4360,41.22104307252058689054403077,1.383543089686080978394219849,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.03333333333333333333333333333,3.02500
2024-12-12 19:00:00+00:00,2024-12-12 20:00:00+00:00,2.3464,2.3815960,42.75232120002364878780254590,1.402891939795340820877063013,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.04261847937265598363450392090,2.118138424821002386634844869
2024-12-15 21:00:00+00:00,2024-12-15 23:00:00+00:00,2.3706,2.4061590,42.90767670780850009979623585,1.422511383573378662257028740,1.398500000000000000000000001,ranging,Range RSI BB,take_profit,-0.1223318990972749514890744959,4.319581540538260356028009787
2024-12-16 11:00:00+00:00,2024-12-16 13:00:00+00:00,2.3504,2.3856560,43.88165835053786972380615444,1.442405205272652362848693286,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.2425119128658951667801225323,1.889040163376446562287270252
2024-12-18 19:00:00+00:00,2024-12-18 20:00:00+00:00,2.4024,2.378376,43.53224067281754135934177435,-1.149354586366221706364892639,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-6.435231435231435231435231435,0.7117882117882117882117882118
2024-12-18 20:00:00+00:00,2024-12-18 21:00:00+00:00,2.3304,2.3653560,44.38401150275087523829290512,1.446503518178058795579619238,1.398499999999999999999999999,ranging,Range RSI BB,take_profit,-0.4334019910744936491589426708,2.836422931685547545485753519
2024-12-23 01:00:00+00:00,2024-12-23 03:00:00+00:00,2.1512,2.1834680,48.75372067877868094593594519,1.466732869879778947835800213,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.9483079211602826329490516921,3.221457791000371885459278542
2024-12-26 04:00:00+00:00,2024-12-26 07:00:00+00:00,2.2562,2.233638,47.13488910294675888606205367,-1.168739647366812566612077928,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.014980941405903731938657920,0.04875454303696480808438968177
2024-12-26 08:00:00+00:00,2024-12-26 12:00:00+00:00,2.1876,2.165724,48.07871509723060195288038380,-1.155895198642251296505011192,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.503931248857195099652587310,0.7816785518376302797586396050
2024-12-29 16:00:00+00:00,2024-12-29 20:00:00+00:00,2.1487,2.127213,48.41117975895165148025136892,-1.143191910409172954756421119,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.512542467538511658211942105,0.1582352119886442965514031740
2024-12-29 21:00:00+00:00,2024-12-29 22:00:00+00:00,2.1102,2.089098,48.75268222805906576668547782,-1.130628231313776143983648051,-1.099000000000000000000000000,ranging,Trend MACD+ADX,stop_loss,-1.852904937920576248696805990,0.1232110700407544308596341579
2025-01-03 19:00:00+00:00,2025-01-03 21:00:00+00:00,2.4728,2.448072,41.14658759557443563445327046,-1.118202627051637744161267759,-1.099000000000000000000000000,trending_up,Trend MACD+ADX,stop_loss,-1.245551601423487544483985765,0
2025-01-04 02:00:00+00:00,2025-01-04 04:00:00+00:00,2.4838,2.458962,40.51416345087560459486060850,-1.105913580180340245352935426,-1.099000000000000000000000000,trending_up,Trend MACD+ADX,stop_loss,-1.682905225863596102745792737,0.09662613737015862790884934375
2025-01-05 01:00:00+00:00,2025-01-05 09:00:00+00:00,2.3886,2.364714,41.66589868504751170031057689,-1.093759589934158306056506665,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.800217700745206397052666834,1.134555806748723101398308633
2025-01-05 09:00:00+00:00,2025-01-05 18:00:00+00:00,2.3493,2.3845395,41.89733367776372883041984306,1.376535243038247039056155143,1.398500000000000000000000001,ranging,Trend MACD+ADX,take_profit,-0.9364491550674669050355425020,2.575235176435533988847741881
2025-01-07 15:00:00+00:00,2025-01-07 17:00:00+00:00,2.3139,2.290761,43.13321286667901602504926420,-1.096867294361772241232172802,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.223043346730627944163533428,1.395911664289727300229050521
2025-01-09 13:00:00+00:00,2025-01-09 14:00:00+00:00,2.2361,2.2696415,44.14340769994490538845727814,1.380446399300487539103723536,1.398500000000000000000000001,ranging,Range RSI BB,take_profit,-0.04472071910916327534546755512,1.909574705961271857251464604
2025-01-13 06:00:00+00:00,2025-01-13 08:00:00+00:00,2.4576,2.433024,40.72653009324027119068727344,-1.099983828725048722355781145,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.8188476562500,0.7771809895833333333333333333
2025-01-13 08:00:00+00:00,2025-01-13 09:00:00+00:00,2.4381,2.413719,40.60109779271655869565533081,-1.087895006447360436897091110,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.070505721668512366186784791,0.6234362823510110331815758172
2025-01-13 11:00:00+00:00,2025-01-13 12:00:00+00:00,2.3389,2.3739835,41.85798517336135846721970625,1.369154456684818715245937690,1.398499999999999999999999999,ranging,Range RSI BB,take_profit,-0.2565308478344520928641669161,2.214716319637436401727307709
2025-01-15 15:00:00+00:00,2025-01-15 16:00:00+00:00,2.9704,2.940696,33.42000941915556828515557118,-1.090986047805470103376144934,-1.099000000000000000000000000,trending_up,Trend MACD+ADX,stop_loss,-2.858200915701589011580931861,1.201858335577699973067600323
2025-01-16 12:00:00+00:00,2025-01-16 13:00:00+00:00,3.3386,3.305214,29.40747916218002454048102909,-1.078996111140087986940041101,-1.099000000000000000000000000,trending_up,Trend MACD+ADX,stop_loss,-2.465105133888456239142155394,1.491643203738093811777391721
2025-01-18 05:00:00+00:00,2025-01-18 06:00:00+00:00,3.0942,3.1406130,31.38155704857932323182403290,1.357954881268702275085580268,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.03231853144593109689095727490,2.152414194299011052937754508
2025-01-19 11:00:00+00:00,2025-01-19 12:00:00+00:00,3.054,3.099810,32.23928248231265364079747966,1.376945880283245076402652108,1.398500000000000000000000000,ranging,Range RSI BB,take_profit,-0.01637197118533071381794368042,1.951538965291421087098886706
2025-01-26 21:00:00+00:00,2025-01-26 23:00:00+00:00,3.0975,3.066525,32.23106201170818056348608716,-1.097194503248114321356425723,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-2.776432606941081517352703793,0.03874092009685230024213075061
2025-01-26 23:00:00+00:00,2025-01-27 00:00:00+00:00,3.0223,2.992077,32.66999307746351287894706987,-1.085136335657417544964718605,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.727161433345465374052873639,0.5657942626476524501207689508
2025-01-27 00:00:00+00:00,2025-01-27 01:00:00+00:00,2.9893,2.959407,32.66764250572393450944268245,-1.073210687328542526145556347,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-1.037032081089218211621449838,0.8028635466497173251262837454
2025-01-27 01:00:00+00:00,2025-01-27 02:00:00+00:00,2.9807,2.950893,32.40184287416781792965795092,-1.061416101874801843783216683,-1.099000000000000000000000000,ranging,Trend MACD+ADX,stop_loss,-1.288287986043546817861576140,0.2113597477102693998054148354
2025-01-31 18:00:00+00:00,2025-02-01 09:00:00+00:00,3.0315,3.001185,31.50874384072479401588264477,-1.049751138915197771520039131,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-2.800593765462642256308758041,1.359063170047831106712848425
2025-02-01 09:00:00+00:00,2025-02-01 19:00:00+00:00,2.9751,2.945349,31.75322033351551722215327165,-1.038214373898519748011033901,-1.099000000000000000000000000,ranging,Trend MACD+ADX,stop_loss,-2.272192531343484252630163692,1.115928876340291082652683943
2025-02-05 17:00:00+00:00,2025-02-05 18:00:00+00:00,2.3907,2.366793,39.08093505682164033112358916,-1.026804397929375015980392639,-1.099000000000000000000000000,ranging,Range RSI BB,stop_loss,-2.187643786338729242481281633,1.242313966620655038273309073
2025-02-05 18:00:00+00:00,2025-02-05 19:00:00+00:00,2.3671,2.4026065,39.03679060555706160434150309,1.292269758788161475523060255,1.398499999999999999999999999,ranging,Range RSI BB,take_profit,-0.5153985889907481728697562418,3.206455156098179206624139242
