timestamp,open,high,low,close,volume
2024-11-13 22:00:00+00:00,0.6816,0.6916,0.6792,0.6912,9367039.1577
2024-11-13 23:00:00+00:00,0.6912,0.6923,0.686,0.6898,11580603.7697
2024-11-14 00:00:00+00:00,0.6897,0.6991,0.6822,0.6837,23162433.9246
2024-11-14 01:00:00+00:00,0.6837,0.7048,0.6829,0.7033,27961552.393
2024-11-14 02:00:00+00:00,0.7033,0.7043,0.6905,0.6992,23557729.8562
2024-11-14 03:00:00+00:00,0.6991,0.6992,0.69,0.6969,19427079.0231
2024-11-14 04:00:00+00:00,0.6968,0.702,0.6929,0.7001,9783723.779
2024-11-14 05:00:00+00:00,0.7,0.7001,0.6935,0.6967,8555860.1169
2024-11-14 06:00:00+00:00,0.6966,0.708,0.6865,0.6868,22080352.2496
2024-11-14 07:00:00+00:00,0.6869,0.6989,0.6829,0.6985,25182926.7667
2024-11-14 08:00:00+00:00,0.6985,0.7143,0.6979,0.7113,23020816.6704
2024-11-14 09:00:00+00:00,0.7113,0.7133,0.7,0.7102,17153016.122
2024-11-14 10:00:00+00:00,0.7103,0.7159,0.7075,0.7094,19968976.9972
2024-11-14 11:00:00+00:00,0.7094,0.722,0.6981,0.718,37643389.8901
2024-11-14 12:00:00+00:00,0.7179,0.7263,0.7114,0.716,26800154.0499
2024-11-14 13:00:00+00:00,0.716,0.74,0.7134,0.7262,51167865.8804
2024-11-14 14:00:00+00:00,0.7262,0.7548,0.7,0.7069,90004962.6254
2024-11-14 15:00:00+00:00,0.7069,0.7262,0.7013,0.7136,51558189.8913
2024-11-14 16:00:00+00:00,0.7135,0.7319,0.7056,0.7267,36304048.2669
2024-11-14 17:00:00+00:00,0.7268,0.7717,0.7267,0.7661,82558308.6023
2024-11-14 18:00:00+00:00,0.7661,0.777,0.7581,0.7736,42607010.3852
2024-11-14 19:00:00+00:00,0.7737,0.8,0.7632,0.7902,62522560.7636
2024-11-14 20:00:00+00:00,0.7901,0.7919,0.7681,0.7858,47782023.4231
2024-11-14 21:00:00+00:00,0.7858,0.8398,0.7834,0.8253,103173411.9332
2024-11-14 22:00:00+00:00,0.8253,0.8473,0.7837,0.7932,89334478.9615
2024-11-14 23:00:00+00:00,0.7932,0.8007,0.7553,0.7736,66637065.654
2024-11-15 00:00:00+00:00,0.7736,0.8,0.7704,0.7994,50094950.6349
2024-11-15 01:00:00+00:00,0.7993,0.8282,0.795,0.8214,65712121.4528
2024-11-15 02:00:00+00:00,0.8213,0.8312,0.8048,0.8277,32263119.5823
2024-11-15 03:00:00+00:00,0.8276,0.8279,0.8119,0.8208,20825599.8139
2024-11-15 04:00:00+00:00,0.8209,0.8398,0.7909,0.8039,59242620.9464
2024-11-15 05:00:00+00:00,0.8039,0.8115,0.7929,0.8066,26753270.8862
2024-11-15 06:00:00+00:00,0.8065,0.8169,0.7876,0.7978,38109979.7769
2024-11-15 07:00:00+00:00,0.7978,0.8045,0.7831,0.7858,25109298.659
2024-11-15 08:00:00+00:00,0.7859,0.7978,0.7731,0.7966,31607395.3188
2024-11-15 09:00:00+00:00,0.7967,0.8153,0.7947,0.8121,28766441.0517
2024-11-15 10:00:00+00:00,0.8121,0.8263,0.8103,0.8138,31424800.0789
2024-11-15 11:00:00+00:00,0.8138,0.8342,0.8107,0.8271,31128212.0338
2024-11-15 12:00:00+00:00,0.827,0.8729,0.816,0.8654,87687856.3725
2024-11-15 13:00:00+00:00,0.8653,0.8846,0.8528,0.8773,88607446.5868
2024-11-15 14:00:00+00:00,0.8773,0.916,0.866,0.9093,146269704.4644
2024-11-15 15:00:00+00:00,0.9093,0.9093,0.8585,0.8659,103535584.9069
2024-11-15 16:00:00+00:00,0.866,0.8845,0.8609,0.8811,46956026.2136
2024-11-15 17:00:00+00:00,0.8811,0.8877,0.8592,0.8695,37155373.261
2024-11-15 18:00:00+00:00,0.8693,0.8834,0.8625,0.8826,28933542.331
2024-11-15 19:00:00+00:00,0.8827,0.8983,0.88,0.8979,32687794.826
2024-11-15 20:00:00+00:00,0.8979,0.9017,0.8672,0.8722,38524821.7202
2024-11-15 21:00:00+00:00,0.8721,0.925,0.8682,0.9183,66821585.4221
2024-11-15 22:00:00+00:00,0.9182,0.9279,0.8969,0.8987,49719943.2455
2024-11-15 23:00:00+00:00,0.8987,0.9031,0.8839,0.8922,36323549.8843
2024-11-16 00:00:00+00:00,0.8921,0.8999,0.8778,0.8847,38227640.4301
2024-11-16 01:00:00+00:00,0.8847,0.8915,0.8781,0.8836,23777237.7042
2024-11-16 02:00:00+00:00,0.8836,0.8952,0.8823,0.8915,17904761.8928
2024-11-16 03:00:00+00:00,0.8916,0.919,0.8886,0.908,26230384.5304
2024-11-16 04:00:00+00:00,0.9081,0.9497,0.9051,0.9486,49095430.5631
2024-11-16 05:00:00+00:00,0.9485,0.9842,0.9439,0.9822,108926197.6886
2024-11-16 06:00:00+00:00,0.9821,0.983,0.9452,0.9607,66155409.3396
2024-11-16 07:00:00+00:00,0.9607,0.979,0.9567,0.972,44047164.7644
2024-11-16 08:00:00+00:00,0.9719,0.9974,0.9607,0.9966,68475678.9752
2024-11-16 09:00:00+00:00,0.9967,1.0559,0.9811,1.052,137858002.1945
2024-11-16 10:00:00+00:00,1.052,1.0739,1.0322,1.0678,117311551.1618
2024-11-16 11:00:00+00:00,1.0678,1.089,1.0136,1.0493,195025973.599
2024-11-16 12:00:00+00:00,1.0493,1.0632,1.0298,1.0606,73951911.4413
2024-11-16 13:00:00+00:00,1.0605,1.1323,1.057,1.1153,161741778.5083
2024-11-16 14:00:00+00:00,1.1154,1.1999,1.1082,1.1942,275788506.9213
2024-11-16 15:00:00+00:00,1.1941,1.2698,1.018,1.1096,444840928.856
2024-11-16 16:00:00+00:00,1.1094,1.1582,1.0839,1.1418,163334601.4724
2024-11-16 17:00:00+00:00,1.1418,1.1655,1.1123,1.1242,91595119.7813
2024-11-16 18:00:00+00:00,1.1241,1.1799,1.1237,1.1741,76582290.5378
2024-11-16 19:00:00+00:00,1.1741,1.2133,1.1542,1.1862,104621989.8357
2024-11-16 20:00:00+00:00,1.1863,1.2025,1.1358,1.1658,98433294.5056
2024-11-16 21:00:00+00:00,1.1658,1.1807,1.1207,1.1352,75184277.235
2024-11-16 22:00:00+00:00,1.1353,1.1555,1.1034,1.1061,51190351.8358
2024-11-16 23:00:00+00:00,1.1061,1.1428,1.1055,1.1209,58521980.9306
2024-11-17 00:00:00+00:00,1.1208,1.1603,1.0856,1.1241,90445587.3238
2024-11-17 01:00:00+00:00,1.1241,1.1277,1.0569,1.0755,74475913.1534
2024-11-17 02:00:00+00:00,1.0754,1.0817,1.0367,1.0657,92524605.447
2024-11-17 03:00:00+00:00,1.0658,1.0711,1.0475,1.0607,41468368.9545
2024-11-17 04:00:00+00:00,1.0607,1.0645,1.0121,1.0373,91611458.3604
2024-11-17 05:00:00+00:00,1.0372,1.048,1.0026,1.0043,56021013.7168
2024-11-17 06:00:00+00:00,1.0042,1.0693,1.0032,1.0652,81718578.7649
2024-11-17 07:00:00+00:00,1.0652,1.0899,1.06,1.0681,108063013.2972
2024-11-17 08:00:00+00:00,1.0682,1.1018,1.0503,1.0802,68357170.3935
2024-11-17 09:00:00+00:00,1.0802,1.0905,1.068,1.071,41712640.4708
2024-11-17 10:00:00+00:00,1.0711,1.0841,1.0552,1.0614,45877988.8579
2024-11-17 11:00:00+00:00,1.0614,1.0615,1.035,1.0366,56921368.9876
2024-11-17 12:00:00+00:00,1.0365,1.0809,1.0364,1.0767,45067721.0619
2024-11-17 13:00:00+00:00,1.0767,1.1476,1.0722,1.126,109639225.3101
2024-11-17 14:00:00+00:00,1.126,1.129,1.0888,1.1074,65139778.521
2024-11-17 15:00:00+00:00,1.1074,1.1078,1.0718,1.0839,41741113.6939
2024-11-17 16:00:00+00:00,1.0839,1.0901,1.0702,1.0848,28169314.2305
2024-11-17 17:00:00+00:00,1.0847,1.0862,1.0625,1.0692,26689574.4274
2024-11-17 18:00:00+00:00,1.0692,1.076,1.0447,1.0491,33516379.5371
2024-11-17 19:00:00+00:00,1.049,1.057,1.0323,1.0352,39213408.151
2024-11-17 20:00:00+00:00,1.0353,1.0564,1.0315,1.0505,26363298.6353
2024-11-17 21:00:00+00:00,1.0505,1.0647,1.0476,1.0529,24000888.5419
2024-11-17 22:00:00+00:00,1.0529,1.0717,1.0363,1.0668,25651270.1754
2024-11-17 23:00:00+00:00,1.0671,1.0699,1.0515,1.0543,18511639.8864
2024-11-18 00:00:00+00:00,1.0545,1.0874,1.0543,1.07,38759240.9365
2024-11-18 01:00:00+00:00,1.0702,1.14,1.0668,1.1254,57070512.2493
2024-11-18 02:00:00+00:00,1.1255,1.126,1.0988,1.1153,49533005.4754
2024-11-18 03:00:00+00:00,1.1153,1.1365,1.1107,1.118,34522121.7247
2024-11-18 04:00:00+00:00,1.118,1.1461,1.1138,1.138,43326771.3155
2024-11-18 05:00:00+00:00,1.1381,1.1862,1.1343,1.1603,79986609.6739
2024-11-18 06:00:00+00:00,1.1605,1.1865,1.1555,1.1623,62987899.5958
2024-11-18 07:00:00+00:00,1.1623,1.175,1.1415,1.1701,53537154.2489
2024-11-18 08:00:00+00:00,1.1702,1.1746,1.1473,1.1543,39410610.6014
2024-11-18 09:00:00+00:00,1.1545,1.1549,1.1173,1.1266,46200359.6081
2024-11-18 10:00:00+00:00,1.1266,1.1476,1.1265,1.1467,27274938.9802
2024-11-18 11:00:00+00:00,1.1467,1.1516,1.1104,1.1193,55949554.0264
2024-11-18 12:00:00+00:00,1.1193,1.1341,1.1104,1.1289,30281798.3723
2024-11-18 13:00:00+00:00,1.1289,1.1453,1.1045,1.1267,52495771.4849
2024-11-18 14:00:00+00:00,1.1267,1.1527,1.1249,1.1413,37368486.7909
2024-11-18 15:00:00+00:00,1.1412,1.1758,1.138,1.1665,65470467.897
2024-11-18 16:00:00+00:00,1.1665,1.1669,1.123,1.1321,49376723.7465
2024-11-18 17:00:00+00:00,1.132,1.1536,1.1162,1.1269,37940608.8997
2024-11-18 18:00:00+00:00,1.1267,1.1322,1.096,1.1006,39357743.0697
2024-11-18 19:00:00+00:00,1.1006,1.1037,1.0747,1.0895,52459771.1296
2024-11-18 20:00:00+00:00,1.0895,1.1208,1.0806,1.1109,46625105.3553
2024-11-18 21:00:00+00:00,1.1109,1.14,1.1083,1.119,29691773.7438
2024-11-18 22:00:00+00:00,1.119,1.1339,1.1189,1.1249,15700310.6854
2024-11-18 23:00:00+00:00,1.1249,1.1278,1.1098,1.1137,19650984.9598
2024-11-19 00:00:00+00:00,1.1138,1.148,1.1113,1.1414,33311072.8979
2024-11-19 01:00:00+00:00,1.1413,1.1416,1.1258,1.1337,17992311.0391
2024-11-19 02:00:00+00:00,1.1337,1.1357,1.1177,1.132,16291528.4458
2024-11-19 03:00:00+00:00,1.1319,1.1389,1.122,1.1377,13470428.3197
2024-11-19 04:00:00+00:00,1.1377,1.1409,1.1039,1.1125,32109098.3225
2024-11-19 05:00:00+00:00,1.1125,1.123,1.1006,1.1102,28297765.9863
2024-11-19 06:00:00+00:00,1.1103,1.116,1.0978,1.1068,18895711.0297
2024-11-19 07:00:00+00:00,1.1067,1.119,1.0982,1.1023,21708089.029
2024-11-19 08:00:00+00:00,1.1023,1.1049,1.0816,1.0969,31190815.2637
2024-11-19 09:00:00+00:00,1.0969,1.1056,1.085,1.092,26020525.5522
2024-11-19 10:00:00+00:00,1.0919,1.1041,1.0854,1.1026,17049228.6529
2024-11-19 11:00:00+00:00,1.1026,1.1074,1.0971,1.1004,16096059.5089
2024-11-19 12:00:00+00:00,1.1003,1.123,1.0985,1.1089,27887914.8476
2024-11-19 13:00:00+00:00,1.1089,1.1102,1.0756,1.0765,49575766.5016
2024-11-19 14:00:00+00:00,1.0766,1.0906,1.0688,1.0828,41900465.4849
2024-11-19 15:00:00+00:00,1.0828,1.1009,1.08,1.0963,18029829.5325
2024-11-19 16:00:00+00:00,1.0964,1.1034,1.0854,1.0943,17732772.3945
2024-11-19 17:00:00+00:00,1.0944,1.1002,1.084,1.0953,17811594.1219
2024-11-19 18:00:00+00:00,1.0954,1.1083,1.0865,1.0987,38670216.7609
2024-11-20 00:00:00+00:00,1.1004,1.1149,1.0979,1.1098,22742123.1045
2024-11-20 01:00:00+00:00,1.1098,1.1119,1.0836,1.1018,23204197.577
2024-11-20 02:00:00+00:00,1.1018,1.1097,1.0897,1.093,19590001.4046
2024-11-20 03:00:00+00:00,1.093,1.094,1.0556,1.0784,36185187.2617
2024-11-20 04:00:00+00:00,1.0785,1.0858,1.0677,1.0787,16588761.2648
2024-11-20 05:00:00+00:00,1.0786,1.0844,1.0683,1.0842,13155640.359
2024-11-20 06:00:00+00:00,1.0843,1.0934,1.0817,1.0844,15575622.1415
2024-11-20 07:00:00+00:00,1.0843,1.0927,1.0789,1.0814,17490404.1509
2024-11-20 08:00:00+00:00,1.0814,1.1022,1.0759,1.0923,21771759.5268
2024-11-20 09:00:00+00:00,1.0924,1.115,1.0906,1.0988,29465846.9616
2024-11-20 10:00:00+00:00,1.0987,1.1207,1.0947,1.1166,26851465.0713
2024-11-20 11:00:00+00:00,1.1165,1.14,1.1093,1.1202,68866623.3438
2024-11-20 12:00:00+00:00,1.1201,1.151,1.1172,1.12,50996937.7958
2024-11-20 13:00:00+00:00,1.1199,1.129,1.1104,1.1244,29840013.0851
2024-11-20 14:00:00+00:00,1.1244,1.1473,1.122,1.1363,49092050.9612
2024-11-20 15:00:00+00:00,1.1362,1.1386,1.1113,1.1208,29235573.6148
2024-11-20 16:00:00+00:00,1.1208,1.1306,1.0863,1.0953,38993268.3748
2024-11-20 17:00:00+00:00,1.0953,1.1051,1.08,1.0803,28268040.4731
2024-11-20 18:00:00+00:00,1.0804,1.0978,1.0732,1.086,35708095.1596
2024-11-20 19:00:00+00:00,1.0858,1.0876,1.065,1.0832,23636283.0782
2024-11-20 20:00:00+00:00,1.0832,1.0969,1.0755,1.0913,19552931.1754
2024-11-20 21:00:00+00:00,1.0913,1.1082,1.0868,1.1045,16713727.3754
2024-11-20 22:00:00+00:00,1.1044,1.119,1.1013,1.1112,21778657.9225
2024-11-20 23:00:00+00:00,1.1113,1.12,1.098,1.1041,18558998.2565
2024-11-21 00:00:00+00:00,1.1042,1.1154,1.0986,1.1135,19271404.1746
2024-11-21 01:00:00+00:00,1.1136,1.1307,1.1061,1.1201,24051090.4121
2024-11-21 02:00:00+00:00,1.12,1.1207,1.0774,1.0922,40078735.5323
2024-11-21 03:00:00+00:00,1.0922,1.11,1.0897,1.0957,29839820.0953
